




============================================================================
O que irá executar a seguir: executar_algoritmos
============================================================================













============================================================================
Função: griewangk
============================================================================
parameter;GEOreal1_M;GEOreal1_P;GEOreal1_A;GEOreal2_M_VO;GEOreal2_P_VO;GEOreal2_A_VO;GEOreal2_M_DS;GEOreal2_P_DS;GEOreal2_A_DS;
23;121,92329234205954;31,02069355034382;1480,6076774526755;0,00012727566172543447;0,00012727566263492918;1480,6011107080053;0,00012727566263492918;0,00012727566263492918;1480,6011107080053;
24;61,87735438096297;129,08292519978977;2296,854959756161;0,00012727566172543447;0,00012727566263492918;2296,844632474582;0,00012727566354442388;0,00012727566263492918;2296,8446324745814;
25;111,32575977131773;252,40864907404102;2217,9793180680763;0,00012727566263492918;0,00012727566263492918;2119,1762533305014;0,00012727566263492918;0,00012727566263492918;2119,1762533305014;
26;132,3039967892064;142,00811623046638;2053,498344703213;0,00012727566263492918;0,00012727566263492918;2053,4920536090513;0,00012727566354442388;0,00012727566263492918;2053,4920536090513;
27;155,6219869600045;24,479131966177192;1395,7863757693146;0,00012727566172543447;0,00012727566263492918;1395,7735762285483;0,00012727566263492918;0,00012727566263492918;1395,7735762285474;
28;177,72692556465245;137,25078725831008;2442,138504682135;0,00012727566263492918;0,00012727566263492918;2442,1281223573105;0,00012727566263492918;0,00012727566263492918;2442,1281223573105;
29;150,3720562522085;34,49414992721631;2054,5454772730473;0,00012727566172543447;0,00012727566263492918;1876,8658283091765;0,00012727566263492918;0,00012727566263492918;1876,8658283091759;
30;74,69094296824551;128,07343426816624;1566,4305094583347;0,00012727566263492918;0,00012727566263492918;1744,0913481713196;0,00012727566354442388;0,00012727566263492918;1744,0913481713192;
31;183,03951281892842;133,98262465390417;2415,464407380648;0,00012727566263492918;0,00012727566172543447;2415,455577085725;0,00012727566263492918;0,00012727566263492918;2415,455577085725;
32;181,800899641466;18,551296866051416;2185,4431791240227;0,00012727566263492918;0,00012727566263492918;2185,4364312382518;0,00012727566354442388;0,00012727566263492918;2185,4364312382513;
33;125,72412693299611;138,20118792866788;2388,7419885269237;0,00012727566263492918;0,00012727566263492918;2388,735201809712;0,00012727566263492918;0,00012727566263492918;2388,735201809712;
34;101,25846391169216;31,75407573303164;1435,198529430879;0,00012727566263492918;0,00012727566263492918;1296,9803629377009;0,00012727566354442388;0,00012727566263492918;1296,9803629377002;
35;178,20763850455614;8,360775603170623;1500,293662178066;0,00012727566263492918;0,00012727566263492918;1500,2902805418807;0,00012727566263492918;0,00012727566263492918;1500,2902805418803;
36;78,02341620372772;263,40998217239985;2798,3827704845676;0,00012727566263492918;0,00012727566263492918;2798,3719331419775;0,00012727566354442388;0,00012727566263492918;2798,371933141977;
37;167,56009801722666;258,6488762883405;2000,7140136947755;0,00012727566263492918;0,00012727566263492918;2000,7023078083857;0,00012727566354442388;0,00012727566263492918;2000,7023078083853;
38;104,58738620464783;138,57655846764874;2244,56510533637;0,00012727566263492918;0,00012727566172543447;2382,758369308529;0,00012727566263492918;0,00012727566263492918;2382,7583693085285;
39;104,62400529346769;10,14633068029525;2151,7040220398344;0,00012727566263492918;0,00012727566263492918;2151,6981416808803;0,00012727566263492918;0,00012727566263492918;2151,6981416808803;
40;67,72876041114614;43,74749151612377;2561,8765218213043;0,00012727566263492918;0,00012727566263492918;2541,7253625972335;0,00012727566263492918;0,00012727566263492918;2541,7253625972326;
41;133,84726606011736;21,804617562860585;1500,8364152662411;0,00012727566263492918;0,00012727566263492918;1500,8306478205018;0,00012727566263492918;0,00012727566263492918;1500,8306478205013;
42;47,7155749960275;157,93736534949767;1842,897911376679;0,00012727566263492918;0,00012727566263492918;1842,88727089228;0,00012727566354442388;0,00012727566263492918;1842,8872708922795;
43;111,10657865365738;13,327340233549876;1855,724536405498;0,00012727566263492918;0,00012727566263492918;1855,7189173447532;0,00012727566263492918;0,00012727566263492918;1855,7189173447532;
44;100,94929077227198;16,46112899556283;2395,645399478218;0,00012727566263492918;0,00012727566263492918;2395,6378457654296;0,00012727566263492918;0,00012727566263492918;2395,637845765429;
45;102,620608698051;256,7602108273504;2587,087753130372;0,00012727566172543447;0,00012727566263492918;2587,0816068301974;0,00012727566263492918;0,00012727566263492918;2587,0816068301974;
46;98,8687404604434;23,08374752643431;2126,177749252659;0,00012727566263492918;0,00012727566263492918;2126,1623381983245;0,00012727566263492918;0,00012727566263492918;2126,1623381983245;
47;88,79676391958583;16,58071920197017;2586,6039949347437;0,00012727566263492918;0,00012727566172543447;2586,5975071586104;0,00012727566354442388;0,00012727566263492918;2586,5975071586104;
48;96,81653880308431;57,23258347061801;1776,6706598107025;0,00012727566263492918;0,00012727566263492918;1776,6627038922084;0,00012727566263492918;0,00012727566263492918;1776,662703892208;
49;103,34504610461727;21,526293291816728;1356,231878518804;0,00012727566263492918;0,00012727566263492918;1356,2215545000622;0,00012727566354442388;0,00012727566263492918;1356,2215545000613;
50;62,377610802303025;31,356048779147386;1816,6213125900185;0,00012727566263492918;0,00012727566172543447;1816,6153843801758;0,00012727566263492918;0,00012727566263492918;1816,6153843801753;











============================================================================
Função: ackley
============================================================================
parameter;GEOreal1_M;GEOreal1_P;GEOreal1_A;GEOreal2_M_VO;GEOreal2_P_VO;GEOreal2_A_VO;GEOreal2_M_DS;GEOreal2_P_DS;GEOreal2_A_DS;
meanNFE;100020;100020;100020;100113;100233;100233;100113;100233;100233;
meanFX;2,842170943040401E-16;0,06946964959780808;0,24500505718260598;0;1,591406331158396E-09;6,229920046507687E-10;0;5,325797211241934E-08;1,3351067096323276E-08;
melhorFX;0;0,05731228142943934;0,038323492828997274;0;7,02318203593677E-10;2,0794743704755092E-10;0;3,541183701827322E-08;9,31549237748186E-09;
piorFX;3,552713678800501E-15;0,08189305164809468;9,90225481217876;0;4,6436134937266615E-09;2,232379614497404E-09;0;9,873929585069163E-08;1,979480757086094E-08;
medianFX;0;0,06998830179787063;0,04773224320470604;0;1,4337580012124818E-09;4,901608008367475E-10;0;5,000106995112219E-08;1,3361113104792821E-08;
sdFX;9,736123573768995E-16;0,005131509490433433;1,3936262520569693;0;7,374141923696701E-10;4,009376979004303E-10;0;1,2066188270125539E-08;1,8447977381379146E-09;
==========================================================
===> f(x) médio para cada NFE:
NFE;GEOreal1_M;GEOreal1_P;GEOreal1_A;GEOreal2_M_VO;GEOreal2_P_VO;GEOreal2_A_VO;GEOreal2_M_DS;GEOreal2_P_DS;GEOreal2_A_DS;
5;20,982548294787332;21,014399865416962;21,014782450810138;21,003098172901918;21,028564731921918;21,02396656861184;20,995141113906904;21,029955946396463;21,021723658525794;
50;20,860754847762735;20,92578452913959;20,92426154341557;20,938945499263188;20,98108268582735;21,00267384132014;20,930576493504603;21,006893625574655;20,99623273737921;
100;20,792442368200387;20,79667538841143;20,787384475770637;20,92355718974797;20,975455359890272;20,98092529791856;20,926091771273537;20,999423669268573;20,99613337477643;
500;19,959217637702555;19,896905495138242;19,897381391484085;13,784623716813897;19,992563633360653;20,13336122022637;15,50226128875816;20,094401883096687;20,27184377176571;
1000;18,15515529304087;19,501460146403687;19,505430065121246;5,4405440366313815;19,168430895315737;19,51286791213932;8,161084703325859;19,32674935218995;19,610812802710335;
1500;16,092624835143763;19,39238758171917;19,43145018403211;2,173286927444588;18,97830396747334;19,39297733902996;3,699461472452734;19,106938749879284;19,434971469459683;
2000;13,234659806368551;19,3602765825526;19,389123190131095;0,746828094138932;18,503403027874143;19,27760576795625;2,0440477212069723;18,778729725436634;19,31491289586171;
2500;10,773220411156228;19,31979555148655;19,37341027164382;0,07225323538431283;17,893369352403138;19,228682447902422;1,3297408041651622;18,512653652874906;19,250962448708798;
3000;8,290151797807308;19,274949730144083;19,363489504513687;0,003166742972465997;17,419291194008956;19,22231875810751;0,4894602162078421;18,251915982844526;19,235274210184784;
3500;6,405640341605402;19,237135968396835;19,354257413391068;0,00021790277990696438;16,327982463599206;19,189174253622006;0,04350503424784513;17,719989943737353;19,188200519393973;
4000;5,135885294905542;19,203659364003848;19,34770430557685;1,4522924457693875E-05;15,083874883812518;19,15545876797929;0,004424352160668832;16,99661994973141;19,16220893488334;
4500;3,916819561863374;19,149712887633;19,340539415378046;1,5182055559392893E-06;14,130903922911717;19,140630126860785;0,00041361338985268503;16,454413426283402;19,134641884525003;
5000;2,899999992295731;19,12534442096345;19,32852254614788;5,942330894015413E-08;11,839687547616181;19,086283862440496;8,34669058473736E-05;14,87620247327956;19,070139533331115;
6000;1,5565818931417592;19,042806341612916;19,30952821788893;3,511466672989627E-10;7,851617340229098;19,00065334416267;1,2880360458211726E-06;11,998393599866635;19,025393421137355;
7000;0,47611372584966105;18,953336549635655;19,292412800086588;1,5401013797600172E-12;3,6225074431790816;18,89422419266731;2,51614071800077E-08;8,212786614766504;18,943755757023027;
8000;0,12864651684819606;18,82011887486633;19,278188525288023;4,440892098500626E-14;2,5842972313112114;18,78871906311744;3,1907809727727E-10;5,330797733983232;18,88056492620712;
9000;0,041310115169586936;18,654195725636743;19,248501850399308;7,105427357601002E-15;1,9569176554588736;18,650053361570457;9,521272659185342E-12;3,770747449772575;18,763487535683385;
10000;0,01578473553080073;18,50137494432809;19,23026229561401;3,552713678800501E-15;1,366188076370035;18,507126767032;1,545430450278218E-13;2,651032683695009;18,60947849562065;
12000;0,002335155014455026;18,05216882972979;19,187601441848756;0;0,2737309644179451;18,224582261003917;7,105427357601002E-15;1,5149542347006726;18,346680328784355;
14000;0,00037278583706878976;17,451301574233305;19,161789655832848;0;0,02195423464152846;17,833290266260498;3,552713678800501E-15;0,36304015762890174;17,872257662224722;
16000;6,819490674381257E-05;16,576317111751003;19,09434732765618;0;0,0029856647387980217;17,066637903389516;0;0,02084945044789066;17,311731981122964;
18000;9,794833454535024E-06;15,156805319329141;19,04969733857248;0;0,0002871228688157146;15,962889054273916;0;0,0033354792677329215;16,295947521393778;
20000;1,3887454493044515E-06;12,852196925043156;18,985770833780244;0;5,319592094465975E-05;14,138801129361024;0;0,00036709152663050304;14,616347999403828;
25000;1,3560995881789495E-08;1,8620333274063139;18,780754335619392;0;8,789597316649633E-07;4,268528562367139;0;3,068415612261788E-06;8,153731933468928;
30000;1,2647838332213723E-10;0,10282498909244353;18,602985283648557;0;4,8976291466829025E-08;0,06890060331755699;0;2,2010980949005443E-07;1,789593368945754;
35000;1,3997691894473974E-12;0,08711609766988815;18,228575249360468;0;1,4851526231041134E-08;0,0005468592184829646;0;1,0999875499351219E-07;0,19855626320098807;
40000;3,375077994860476E-14;0,08184244736610324;17,74374032412078;0;5,91024473806101E-09;8,40406832303131E-06;0;7,456349848666832E-08;0,00022149802765625282;
45000;1,4210854715202004E-14;0,07903520300186173;17,239286153095023;0;3,323782138409115E-09;3,037380729153938E-07;0;7,229057352731161E-08;1,587022881111011E-06;
50000;7,105427357601002E-15;0,07730331647159261;16,4664263302012;0;2,6545574627334645E-09;2,3081364375343583E-08;0;6,481028691496249E-08;4,590767233025872E-08;
55000;3,552713678800501E-15;0,07591010982431534;15,425465500738227;0;2,170498447640057E-09;3,3565559220960495E-09;0;6,0262026480018E-08;2,0993642380062738E-08;
60000;3,552713678800501E-15;0,07380656675374375;13,446579397745793;0;2,0622330509922904E-09;1,3586554103994786E-09;0;5,962586335783726E-08;1,800920301775477E-08;
65000;3,552713678800501E-15;0,07217173830544787;9,940329905677688;0;1,6684786885434733E-09;1,0027214614183322E-09;0;5,962586335783726E-08;1,4892552968603923E-08;
70000;3,552713678800501E-15;0,0709862673474344;3,6368842517043127;0;1,6080452525102373E-09;9,422276292525567E-10;0;5,430312555176897E-08;1,4555673999439023E-08;
75000;3,552713678800501E-15;0,07085431157127431;0,0679200656006742;0;1,596868415276731E-09;8,531149120472037E-10;0;5,125434299202425E-08;1,4208861642828197E-08;
80000;3,552713678800501E-15;0,07060250004900759;0,055671205306673244;0;1,5715677648131532E-09;6,667253416026142E-10;0;5,085179388686356E-08;1,4120425717578655E-08;
85000;0;0,07060250004900759;0,054861756508499226;0;1,52306256495649E-09;6,250271411545327E-10;0;5,037877137681335E-08;1,3989344793685632E-08;
90000;0;0,07058066580864697;0,050957736145583965;0;1,458444032209627E-09;5,813856063241474E-10;0;5,013530746111883E-08;1,3989344793685632E-08;
95000;0;0,06993832383683696;0,047867525509234454;0;1,433372531778332E-09;5,102585021177219E-10;0;4,999891700663284E-08;1,3595768066920755E-08;
100000;0;0,06984213812253515;0,04764975073553934;0;1,4274057491547865E-09;4,831282041095619E-10;0;4,9975584559547315E-08;1,3302830836892099E-08;

==========================================================
===> Melhores f(x) para cada execução:
execucao;GEOreal1_M;GEOreal1_P;GEOreal1_A;GEOreal2_M_VO;GEOreal2_P_VO;GEOreal2_A_VO;GEOreal2_M_DS;GEOreal2_P_DS;GEOreal2_A_DS;
1;0;0,0715420281489223;0,048667892633680765;0;1,1543583866568952E-09;4,2010128709080163E-10;0;5,2181558629627034E-08;1,4441376094964653E-08;
2;0;0,07453929101465917;0,05498296749662401;0;1,6188081986001635E-09;6,353744197440392E-10;0;5,531155267135546E-08;1,3629119166580494E-08;
3;0;0,06584722630864803;0,05268234654886328;0;1,3182379632326047E-09;5,199822794565989E-10;0;4,217498528191754E-08;1,2906905766385535E-08;
4;3,552713678800501E-15;0,06866147459086491;0,04491506285183178;0;9,030074465954385E-10;7,505356336423574E-10;0;5,135180458637478E-08;1,4856084362691035E-08;
5;0;0,06448069113607957;0,046345142089410984;0;1,6428884919150732E-09;2,1178649944886274E-09;0;4,853262680626358E-08;1,2355798162388965E-08;
6;0;0,06731861267851613;0,038323492828997274;0;1,086263523575326E-09;4,901608008367475E-10;0;6,738558155916508E-08;1,1418229917126155E-08;
7;0;0,07283560399525513;0,03961294665604598;0;1,6148575809893373E-09;4,1823255969575257E-10;0;5,797801705398342E-08;1,6245959244542973E-08;
8;0;0,06833857590578418;0,03904858254771071;0;1,4181438245941536E-09;5,95701266092874E-10;0;6,572825128614568E-08;1,3361113104792821E-08;
9;0;0,0707721253331286;0,040234940601614255;0;8,861604783305665E-10;3,2521185744371905E-10;0;4,4994223458161287E-08;1,2433428508984434E-08;
10;0;0,06914423611709353;0,04112568055179722;0;9,745839690822322E-10;4,126370356516418E-10;0;5,662215230017864E-08;1,4213060950396539E-08;
11;0;0,05731228142943934;0,04052965582170742;0;7,646896449386986E-10;2,0794743704755092E-10;0;5,130839397793352E-08;1,34172744026273E-08;
12;0;0,067514524413955;0,03977993171066885;0;2,528015130565109E-09;6,186624545989616E-10;0;4,7918447876327264E-08;1,4212634624755083E-08;
13;0;0,07169768931977671;0,04469691255012975;0;1,7744099523042678E-09;6,019931220180297E-10;0;9,873929585069163E-08;1,1849291325916056E-08;
14;0;0,07031391296009915;0,053271767093846734;0;1,990684950214927E-09;2,232379614497404E-09;0;5,494868915434381E-08;1,0724772181447406E-08;
15;0;0,07317904545160303;0,06490776070440063;0;3,3972540336435486E-09;4,1724135257936723E-10;0;5,03951937957936E-08;1,979480757086094E-08;
16;0;0,07588532080108124;0,05261720845882678;0;8,767209180859936E-10;3,044142715680209E-10;0;5,000106995112219E-08;1,2913215385879084E-08;
17;0;0,07741735270666084;0,0429691738341198;0;1,6504699829056335E-09;8,277893925878743E-10;0;4,81568811494526E-08;1,4163795469812612E-08;
18;3,552713678800501E-15;0,06852317547163622;0,042807605312983554;0;3,595058473138124E-09;4,4160586298858107E-10;0;4,956257981802992E-08;1,3928303843613321E-08;
19;0;0,07960298200144322;0,052055794160704494;0;2,1347261736082146E-09;3,561666517271078E-10;0;6,055093493273489E-08;1,4525035396673047E-08;
20;0;0,05785894327877017;0,05563890718211795;0;1,7627357351557293E-09;1,0631246993852983E-09;0;4,7409628223249456E-08;1,2495664947209661E-08;
21;0;0,07189072237141403;0,04708392362064373;0;1,6419434700765123E-09;4,0404302126262337E-10;0;8,035751619672737E-08;1,4077055965344698E-08;
22;0;0,07104437022853816;0,052189535135102716;0;8,486544800234697E-10;5,001652425562497E-10;0;4,3421348294714335E-08;1,3491057160308628E-08;
23;0;0,06800115146378616;0,044874544154428264;0;8,851408495047508E-10;4,069455883382034E-10;0;4,461184488491199E-08;1,2956039796563346E-08;
24;0;0,07072845685240736;0,041842354741771004;0;1,0021281582339725E-09;4,760956073823763E-10;0;5,863422103402627E-08;1,4060855590969368E-08;
25;0;0,06923768040354616;0,053848852115180534;0;1,7967813903396745E-09;4,719353796645009E-10;0;4,97836438739796E-08;1,4789463875786169E-08;
26;0;0,06969597444719966;0,05307313549004178;0;1,5749286319532985E-09;2,4088109285003156E-10;0;9,17912359454931E-08;1,1524033283194512E-08;
27;0;0,06687176680238238;0,046144151661795973;0;1,324000464819619E-09;3,6290259686211357E-10;0;3,541183701827322E-08;1,203542865368945E-08;
28;0;0,07241856254668377;0,048732685883106086;0;1,4456915664595726E-09;4,652527252346772E-10;0;4,5697664319277465E-08;9,31549237748186E-09;
29;0;0,07092816446633066;0,04856519863001907;0;1,6409025249686238E-09;1,0346390411086759E-09;0;4,928961772066032E-08;1,4050385743757943E-08;
30;0;0,05998502897794822;0,04533955291286418;0;7,02318203593677E-10;3,8053826756367926E-10;0;4,678390297385704E-08;1,3058574666047207E-08;
31;0;0,05852060877080234;0,04773224320470604;0;1,33338673435901E-09;7,175842142714828E-10;0;5,5538794896392574E-08;1,0865139898896814E-08;
32;0;0,06957310393922711;0,04437704998229819;0;1,4084875488151738E-09;7,249241207318846E-10;0;5,415859405388801E-08;1,4397041780966902E-08;
33;0;0,07662900663230587;0,0430763985642173;0;9,451603943944065E-10;9,622489471894369E-10;0;4,6421924082551413E-08;1,0462443356118456E-08;
34;0;0,0687178559782069;0,05273666801253185;0;1,227071777520905E-09;3,6836667050010874E-10;0;4,179605284093668E-08;1,231884638741576E-08;
35;0;0,06801576354859762;0,04396772808399163;0;4,6436134937266615E-09;4,511093720793724E-10;0;4,976561029934601E-08;1,2846257391174731E-08;
36;0;0,06960412365488367;9,90225481217876;0;1,4711964979596814E-09;3,368256784597179E-10;0;5,0269544971115465E-08;1,5069367975684145E-08;
37;0;0,06481035064905427;0,0398281423137945;0;2,444686231228843E-09;5,00534724778845E-10;0;4,4473157601032653E-08;1,3465932369172151E-08;
38;0;0,06998830179787063;0,04756725826637265;0;1,6078587350421003E-09;4,916884677186317E-10;0;7,222916664773038E-08;1,1696815960249296E-08;
39;0;0,07184787186742625;0,052675734555890585;0;1,686487394181313E-09;8,520792960098333E-10;0;4,4843083912837756E-08;1,3562416967261015E-08;
40;0;0,05944014582843238;0,04816779275209626;0;1,4210534970970912E-09;7,02069513636161E-10;0;4,117984886420345E-08;1,5469932890255222E-08;
41;0;0,07184092685863064;0,05181796509944547;0;1,3723209235649847E-09;8,825793429423356E-10;0;4,818298293685075E-08;1,3186166825107648E-08;
42;3,552713678800501E-15;0,07214538162475037;0,061239933720838025;0;9,271445833292091E-10;8,230784942497849E-10;0;5,742394293406505E-08;1,761338808137225E-08;
43;0;0,06513001110712935;0,046641982109861146;0;2,094278528375071E-09;3,53100659822303E-10;0;3,882979271452314E-08;1,3244548568991377E-08;
44;0;0,08189305164809468;0,05360279140922586;0;1,3768186590823461E-09;5,670699465554208E-10;0;5,99731180273011E-08;1,1184042136846983E-08;
45;0;0,07292472848020637;0,04856970244240344;0;1,898282420143005E-09;4,163354105912731E-10;0;5,036234895783309E-08;1,4771469381003044E-08;
46;0;0,07479702108592434;0,0429200503890641;0;1,2598455612078396E-09;8,824159181131108E-10;0;4,995009916797244E-08;1,2244466773836393E-08;
47;0;0,07043287476488658;0,04869748453092981;0;1,2551524264381442E-09;4,0404657397630217E-10;0;4,1851631493727837E-08;1,1599134097650676E-08;
48;0;0,07236682989419663;0,058350032801694596;0;1,4205454590410227E-09;1,435338958799548E-09;0;6,059847379447092E-08;1,1423054502301966E-08;
49;3,552713678800501E-15;0,06650733770824502;0,04577806794938155;0;1,4337580012124818E-09;4,0945735690911533E-10;0;4,9084370346008654E-08;1,616519895719648E-08;
50;0;0,06471021242787955;0,05334331478175969;0;2,3886030930952984E-09;3,682210092392779E-10;0;5,893136645340746E-08;1,272343297387124E-08;











============================================================================
Função: beale
============================================================================
parameter;GEOreal1_M;GEOreal1_P;GEOreal1_A;GEOreal2_M_VO;GEOreal2_P_VO;GEOreal2_A_VO;GEOreal2_M_DS;GEOreal2_P_DS;GEOreal2_A_DS;
meanNFE;100000;100000;100000;100002;100002;100002;100001;100001;100001;
meanFX;0,0006372778621938907;0,03049991391633238;5,314370712771963E-06;0,7482491955897603;0,07618891712633741;0,015232188239370708;0,18764229428933393;1,0206612492397082E-08;1,6626120668061383E-07;
melhorFX;2,446711601987669E-05;1,4169553304710165E-07;1,0526130002182747E-07;1,7997919600454057E-22;9,380127462915698E-19;1,6383898465485896E-19;1,533491522633707E-11;1,1355509339147368E-10;4,745986667529278E-09;
piorFX;0,002303850923069681;0,7623451766296953;2,056276673340046E-05;9,382114632882939;0,7615832643561335;0,7615832643561337;9,382114633083544;8,036888229270873E-08;1,8349114920564786E-06;
medianFX;0,0005659342881852231;4,306183102507612E-06;3,5836016100073124E-06;8,766381944885043E-19;9,203463900175079E-15;4,809781238106752E-10;4,529439987354696E-10;3,594847615240286E-09;9,328142798447504E-08;
sdFX;0,0005550288829151327;0,15090045542553873;4,999876272715923E-06;2,2342505795264382;0,2307843823963346;0,10770406269781603;1,326831375549698;1,7592489062038936E-08;2,774327704243076E-07;
==========================================================
===> f(x) médio para cada NFE:
NFE;GEOreal1_M;GEOreal1_P;GEOreal1_A;GEOreal2_M_VO;GEOreal2_P_VO;GEOreal2_A_VO;GEOreal2_M_DS;GEOreal2_P_DS;GEOreal2_A_DS;
5;43,1887034863043;236,15349745850068;149,62845672224017;118,82040831704354;156,65494838061167;86,21249905342538;92,86661531484759;232,9366594122538;137,31029059523433;
50;1,1865503313527062;14,610090038193759;4,127764350074067;13,402854418449053;6,0071561011820584;6,88935053960231;6,6748149429712536;1,787872921030306;3,83108610443903;
100;0,4601962349151339;7,422866818334715;1,1578067989195198;5,5142889186661606;1,6062949718259847;1,8976616354312286;1,8599450022506816;0,9606081343289928;1,1976450789261988;
500;0,06790823047881131;0,7687986325120956;0,03589000690715771;0,6495859215527235;0,1004057347353183;0,10372140488145884;0,08380863884045661;0,01952895656850664;0,07029273016688942;
1000;0,04394623794177085;0,006913225463662027;0,0018105166310527544;0,14010814144454692;0,024746263049689927;0,030796176352538573;0,006124692947409545;0,004215672601564193;0,033527029603727866;
1500;0,028127969179402204;0,0007786001182863745;0,0010899634475172132;0,038817063414283544;0,007969398752748807;0,0134835419843728;0,001594427303530135;0,0007480164160698327;0,012156933189099446;
2000;0,019648280665457957;0,0006136275610012811;0,0005625955455468056;0,013669819796165406;0,0026943280625740815;0,005835452721211047;0,0005994271785558578;0,00039153551550517044;0,0027813156728284756;
2500;0,01599886399115532;0,0003375024721315277;0,0004209038106732503;0,005505537723215231;0,0010382657279284237;0,002911526808859685;0,0004753226252384577;0,0001542993072449791;0,0023182797461369095;
3000;0,014342766748181005;0,00032251698586720814;0,00036628028832264177;0,002265120669776174;0,0004648229321523978;0,0014123382733670082;0,0001286928713235377;0,0001067054474844163;0,001323722249406324;
3500;0,01014094532296837;0,0002531499518544667;0,00033123532360856533;0,0005755320781654159;0,00019976535603792963;0,0009939794044221916;4,7353913036232156E-05;3,9955252478008E-05;0,000742014367454072;
4000;0,009083522817971595;0,0002531499518544667;0,0003158142992685575;0,00021538483576033618;9,528383697741022E-05;0,0005155618641979171;2,401542607683284E-05;2,4958542672419328E-05;0,00035555344506763313;
4500;0,008719453849446649;0,00021121563776048234;0,00020109850161750942;0,00011003608223380032;4,651224652742565E-05;0,0002697244050937906;2,059733830561931E-05;1,1512909561185261E-05;0,00021118874085246237;
5000;0,006617128250620559;0,00021121563776048234;0,00018373890881470724;4,5206582124520605E-05;2,3084121148398714E-05;0,0001197688082245117;7,157754606225207E-06;6,580424966610754E-06;0,00018608267673318285;
6000;0,004860852408662805;0,00015972450524441703;0,00015532488705480472;1,0705611246778815E-05;4,455519284818077E-06;4,902652627277143E-05;1,64904430833212E-06;1,834845533996068E-06;0,0001465059772514239;
7000;0,004475231743701996;0,0001282736311502984;0,00011844770536809028;2,304974356336349E-06;1,96400164995077E-06;3,145479723048724E-05;3,3644836978663715E-07;1,0863112973099987E-06;5,8095071639724025E-05;
8000;0,003875295195108128;0,00012232451327132864;0,00011844770536809028;5,138140776024816E-07;6,3360746311431E-07;1,1147014930766566E-05;1,8123417439846565E-07;4,574862167657154E-07;5,0673002199931224E-05;
9000;0,003875295195108128;0,00010144647915276783;0,00010682961394113644;2,147457438472482E-07;2,2543764695012943E-07;4,9502760745579864E-06;7,052929658133617E-08;4,2598246184956964E-07;3,25669428682812E-05;
10000;0,00354920934329913;9,547133439383256E-05;9,686040810188951E-05;1,0167829377993421E-07;1,0481481731305605E-07;4,512059963641405E-06;3,902448540632932E-08;3,406702968223768E-07;1,9098686391413717E-05;
12000;0,00347284819629122;5,178677935132511E-05;6,626499019810906E-05;1,0359767453908866E-08;2,664046338456233E-08;2,5627811149929443E-06;1,4934362007689725E-08;1,3689116629462236E-07;4,985633481123708E-06;
14000;0,0022760364360877444;5,178677935132511E-05;6,626499019810906E-05;6,075370507421248E-10;5,2107760434416274E-09;2,4036402327346914E-06;1,092004139176511E-08;8,207314534827397E-08;3,2003045729880467E-06;
16000;0,0022760364360877444;3,440444648355722E-05;6,372813075479664E-05;1,7991187612954824E-10;7,844933771143935E-10;1,5500070599381373E-06;8,469587262604106E-09;6,549926957795463E-08;2,1279522369551768E-06;
18000;0,00169432191944506;3,063004763627341E-05;5,995193623336759E-05;2,4052367912826938E-11;1,6990676190809304E-10;1,1314498423437658E-06;4,684127208516412E-09;5,7193556253357454E-08;1,7238957916579549E-06;
20000;0,0016793836019185534;2,8173852546566685E-05;5,46798712818443E-05;6,617725914028081E-12;5,851409017441241E-11;4,606962943698663E-07;2,7328139710566934E-09;5,251002179790964E-08;1,435534311324692E-06;
25000;0,001183791863590679;2,4033692235706546E-05;3,227886023665706E-05;6,377594792460815E-14;8,078247753539474E-12;1,7206388940651614E-07;2,0299260035095406E-09;5,251002179790964E-08;7,326105904769255E-07;
30000;0,001183791863590679;2,0589328742142336E-05;2,048039836227311E-05;2,260933969858323E-15;2,9815631737074668E-12;7,083540669073729E-08;1,979735850835103E-09;4,935080254733743E-08;4,835319249117809E-07;
35000;0,0009761829138450965;1,2133511394078923E-05;1,6835455019973903E-05;4,2730371186171966E-16;1,1238351363579796E-12;4,968414413873431E-08;1,7461563449414313E-09;3,725599175072582E-08;3,55283812899907E-07;
40000;0,0009065993662439372;1,0666257293853682E-05;1,2716524709246296E-05;2,752664231836226E-16;8,384041363320465E-13;3,42365562634895E-08;1,5545828587481634E-09;2,3030059900311886E-08;2,4865289799279945E-07;
45000;0,0009065993662439372;1,0121955362344014E-05;1,2321888030723578E-05;1,2134937917902383E-16;2,1915871222541098E-13;8,593554784025016E-09;1,2435451529485403E-09;1,9398951263187147E-08;2,327982459509793E-07;
50000;0,0007073291455659701;1,0121955362344014E-05;1,1568584596233108E-05;9,169069298361733E-17;1,5521806063741354E-13;3,5689945360255606E-09;8,74210902860091E-10;1,5076299110685178E-08;2,2976634493808682E-07;
55000;0,000603333812904387;9,939811740831248E-06;1,1021212914192255E-05;1,5604253772723485E-17;6,033817663984334E-14;3,0046649773597202E-09;8,355542405639427E-10;1,4597932060473273E-08;2,2381042327705991E-07;
60000;0,0005892427452680866;9,375126983681007E-06;9,11065943776793E-06;8,343586416404803E-18;3,175537380583191E-14;2,086842381117644E-09;6,664939688607494E-10;6,997063710291181E-09;2,1655713096808057E-07;
