




============================================================================
Função: Griewangk
============================================================================
parameter;GEOreal2_P_VO;GEOreal2_N_VO;GEOreal2_P_DS;GEOreal2_N_DS;GEOreal2_P_VO_UNI;GEOreal2_N_VO_UNI;GEOreal2_P_DS_UNI;GEOreal2_N_DS_UNI;
meanNFE;100068;100000;100068;100000;100068;100000;100068;100000;
meanFX;0,00487429687147326;0,0840275633388316;0,0030766524421601037;0,0039836583686504575;0,006402283792782666;0,038655258351816234;0,0021697280233128045;0,005505911367992195;
sdFX;0,008130640267194848;0,23523274402036304;0,005701402791113122;0,004904463481230566;0,009694837777067727;0,07019742479930999;0,00412126116999518;0,005853022959595703;
==========================================================
===> f(x) médio para cada NFE:
NFE;GEOreal2_P_VO;GEOreal2_N_VO;GEOreal2_P_DS;GEOreal2_N_DS;GEOreal2_P_VO_UNI;GEOreal2_N_VO_UNI;GEOreal2_P_DS_UNI;GEOreal2_N_DS_UNI;
33;0,00012727566263492918;2317,614536865699;0,00012727566263492918;1902,4520424635302;0,00012727566263492918;2317,614536865699;0,00012727566172543447;1801,2263491145734;
34;0,00012727566172543447;2021,0481873105532;0,00012727566263492918;1769,5020306121712;0,00012727566263492918;2021,0481873105532;0,00012727566263492918;1541,8829637058097;
35;0,00012727566172543447;2093,0881238478223;0,00012727566172543447;1374,9560036152984;0,00012727566263492918;2093,0881238478223;0,00012727566263492918;2048,0424132490884;
36;0,00012727566263492918;2021,5197818286838;0,00012727566172543447;1812,2851804718046;0,00012727566172543447;2021,5197818286838;0,00012727566172543447;1896,6554941367817;
37;0,00012727566263492918;2679,4410612533457;0,00012727566172543447;2214,8563253089465;0,00012727566263492918;2679,4410612533457;0,00012727566172543447;2264,81122357765;
38;0,00012727566263492918;2027,5830739843545;0,00012727566172543447;1681,765133679414;0,00012727566263492918;2027,5830739843543;0,00012727566172543447;1903,784853063446;
39;0,00012727566172543447;2132,4563885468833;0,00012727566263492918;2179,7208623486804;0,00012727566263492918;2132,4563885468833;0,00012727566263492918;1827,8571042709796;
40;0,00012727566172543447;1632,5583669427112;0,00012727566172543447;1260,3835571357297;0,00012727566263492918;1415,4186975521382;0,00012727566263492918;1470,4292299432523;
41;0,00012727566263492918;2218,865372085136;0,00012727566263492918;1829,4431827220901;0,00012727566263492918;2218,8653720851366;0,00012727566172543447;1601,672884306551;
42;0,00012727566172543447;2086,5991694371187;0,00012727566172543447;1903,8299573704453;0,00012727566263492918;2086,5991694371187;0,00012727566172543447;1934,0450492261311;
43;0,00012727566263492918;2073,6859798138694;0,00012727566172543447;1812,0425061570622;0,00012727566172543447;2073,6859798138694;0,00012727566263492918;2014,770436250276;
44;0,00012727566263492918;1862,53239221587;0,00012727566263492918;1686,9522549955386;0,00012727566263492918;1684,8640130717897;0,00012727566263492918;1505,90185752058;
45;0,00012727566172543447;2779,00269058559;0,00012727566172543447;2254,983333489803;0,00012727566263492918;2779,00269058559;0,00012727566172543447;2352,355361472063;
46;0,00012727566172543447;1797,934394848909;0,00012727566263492918;1668,0325225715346;0,00012727566263492918;1797,9343948489088;0,00012727566172543447;1470,3201815375444;
47;0,00012727566263492918;2192,1460688731536;0,00012727566172543447;1841,7216124957654;0,00012727566263492918;2192,1460688731536;0,00012727566263492918;1925,387112164764;
48;0,00012727566263492918;2494,2940599672493;0,00012727566263492918;1504,1632990170835;0,00012727566172543447;2494,2940599672493;0,00012727566263492918;2270,160781099443;
49;0,00012727566263492918;1639,4283954775697;0,00012727566172543447;1578,1460801864391;0,00012727566263492918;1856,5680648681428;0,00012727566263492918;1234,6112567642917;
50;0,00012727566172543447;2199,177013940044;0,00012727566263492918;2315,218063202637;0,00012727566263492918;2199,177013940044;0,00012727566263492918;2096,6484964503015;






============================================================================
Função: Ackley
============================================================================
parameter;GEOreal2_P_VO;GEOreal2_N_VO;GEOreal2_P_DS;GEOreal2_N_DS;GEOreal2_P_VO_UNI;GEOreal2_N_VO_UNI;GEOreal2_P_DS_UNI;GEOreal2_N_DS_UNI;
meanNFE;100359;100359;100359;100359;100359;100359;100359;100359;
meanFX;2,3955275452181015E-09;8,912872573318964E-10;4,130276920477627E-10;4,608550341345108E-10;2,3719685060541452E-09;1,1829044410660572E-09;4,112991547344791E-10;4,589982438574225E-10;
sdFX;1,2478162470338792E-09;6,764653689761278E-10;5,378744117381585E-11;8,75931245862319E-11;1,5326581665597675E-09;1,0323561216585038E-09;5,016834186402856E-11;1,1234791058235646E-10;
==========================================================
===> f(x) médio para cada NFE:
NFE;GEOreal2_P_VO;GEOreal2_N_VO;GEOreal2_P_DS;GEOreal2_N_DS;GEOreal2_P_VO_UNI;GEOreal2_N_VO_UNI;GEOreal2_P_DS_UNI;GEOreal2_N_DS_UNI;
500;19,872495102196794;20,000949167539677;20,120790951404864;20,15496933680385;19,84570032141505;19,991596297182163;20,130935225127185;20,135018464643164;
1000;19,340285544328925;19,60065368362557;19,575887799809426;19,673991465852275;19,352284111413486;19,580580817566553;19,6042059659445;19,664521446461272;
1500;18,88129177189039;19,362618844357016;19,060182485937265;19,230460649420927;18,881040800091476;19,35563112248864;19,08396781372944;19,26039834719111;
2000;18,58656560002828;19,303173803194383;18,83028345133886;19,06124052956972;18,646491126126882;19,3034849046377;18,87164704633702;19,11393874867504;
2500;18,262565500998843;19,263832808855312;18,59295355058877;18,903018236323486;18,3451728817359;19,26708899035042;18,671301591268627;18,982685630069554;
3000;17,47687181906171;19,211529631285906;18,110768847048085;18,629339484133677;17,52239725805153;19,22086117596712;18,22283094383398;18,749307544531863;
3500;16,78589084364401;19,184509025032625;17,751570666945586;18,464390001107166;16,891936972522966;19,19624487758931;17,92411642219221;18,607681551336636;
4000;15,149367160053155;19,143353817368897;16,944369636810183;18,17170691498241;15,420968190670848;19,158580057308612;17,29792234193955;18,313458824181488;
4500;14,007521360622409;19,10994883011469;16,245455611665676;17,838537087199292;14,30393032181954;19,126497275012458;16,702347725687083;18,036766802760656;
5000;12,605939389674637;19,075769754603435;15,617982378144022;17,44860056084174;12,99517017866306;19,093077455579376;16,081442930556115;17,748154444918708;
6000;8,85094908120002;18,977167871984634;13,586218596825665;16,232126636891067;8,80946443536422;19,008047127091892;14,114722891557676;16,699107236268432;
7000;5,510837204205177;18,85919293441887;11,232595442383694;14,57993399710329;5,129094838642691;18,90636618518907;11,58529267697192;15,06778421277697;
8000;3,3505332829955345;18,74151218605361;8,74298697775774;12,724580180484741;2,990902397260436;18,796711806071997;9,36342809675549;12,990854332988908;
9000;2,226451913718409;18,616120234039755;7,117374044597904;11,20960968690009;2,09486163404058;18,68126538461807;7,519897650807605;11,311174993125015;
10000;1,2170379154116115;18,44077903596349;5,476890524634242;9,0069198468735;1,2452128379721494;18,5074914715223;5,722936162618444;9,121182143063972;
12000;0,3593038117848203;17,996300927779817;2,952886830816122;5,394603799254615;0,2903771892132238;18,08735631717102;3,1675675876119596;5,546074226068832;
14000;0,07937666286357832;17,39832821243405;1,7770411790318628;3,2945358322071967;0,03489172136269886;17,499178055195657;1,7315307639850013;3,219501768099118;
16000;0,008983417596454544;16,402611598751104;0,8694044566417586;1,9173003298984346;0,0062738103919488;16,52224203210459;0,798161633754465;1,7971039232857557;
18000;0,0015731459209827393;14,962171940164385;0,3745485460696399;1,0824132064118592;0,0012734183138098842;15,080007840530559;0,30270764936067707;1,0722394822061283;
20000;0,00034508928219807445;12,753212731707377;0,11410684305300733;0,461507540811921;0,00024564045061090665;12,7627406203458;0,06816763224204941;0,4930228797026701;
25000;1,2282323636227943E-05;6,691831142549927;0,0012841071372868384;0,0390587996125695;9,586063235929032E-06;6,741207770493381;0,0020759299480192796;0,024426868985135002;
30000;1,322455982162296E-06;1,9664614835773264;2,813294694817614E-05;0,0020882090083665615;7,18505361305688E-07;2,4994517669208878;2,572471701476786E-05;0,00040432887236967473;
35000;1,7815666595311085E-07;0,20923259726331053;6,788834561177737E-08;4,5743425717645895E-05;1,3288823495827275E-07;0,6528811011276523;6,619820421605027E-07;2,390557981186703E-06;
40000;8,799088554667378E-08;0,0010557141127045355;1,5989181179065781E-09;2,380401576829172E-07;8,422036614774698E-08;0,05345861524013749;5,428928062656268E-09;3,498539840052217E-08;
45000;5,4675006637694426E-08;3,400638042883486E-05;8,249989491559972E-10;6,871707469713328E-08;2,6470156768709784E-08;0,0011026597080785905;8,821967867334024E-10;2,272531602898198E-09;
50000;1,0418814397894494E-08;1,7339333338384222E-06;6,773280603056264E-10;1,6615352649296255E-09;1,376168718536519E-08;1,3760091678562959E-05;5,671550695751648E-10;1,875919721783248E-09;
55000;6,486740602440477E-09;1,5315019474826386E-07;5,073601272442829E-10;9,605884088159654E-10;1,2694393163314999E-08;1,819281091997027E-07;5,314517181886913E-10;9,641229326007305E-10;
60000;4,91773931798889E-09;5,3997294102714476E-08;4,870769032550015E-10;8,326176725859114E-10;7,771857610805455E-09;7,75098687455511E-08;5,202122110858909E-10;8,459020506279558E-10;
65000;4,300243929833414E-09;1,0614373522344067E-08;4,660228825059676E-10;7,478298869045829E-10;5,104671814137873E-09;7,922706259932966E-09;4,80819366543983E-10;7,336528540236032E-10;
70000;4,218059288518816E-09;4,13846130697948E-09;4,475730008834944E-10;6,344232872379507E-10;4,449348338653181E-09;4,2388464294162985E-09;4,6333816783317163E-10;6,613986158754415E-10;
75000;3,908239918359868E-09;3,1131512656656925E-09;4,396452624177982E-10;5,348485387912661E-10;3,9876217527989865E-09;2,3696158990560433E-09;4,5220531319500877E-10;5,965913629779607E-10;
80000;3,381765765197997E-09;1,4353219768281632E-09;4,3139117167356747E-10;5,316493911777798E-10;3,5739683568181137E-09;2,040397646396741E-09;4,435229783439354E-10;5,86549973036199E-10;
85000;3,0817756879741864E-09;1,107884983753138E-09;4,3139117167356747E-10;4,842167555807464E-10;3,5459934366599556E-09;1,8361696874080735E-09;4,3907121494157763E-10;5,711990525014698E-10;
90000;2,79965213678679E-09;9,725647487357492E-10;4,281383780835313E-10;4,733671943313311E-10;3,469146321322114E-09;1,3482240746043318E-09;4,239624473711956E-10;5,571986605446E-10;
95000;2,449828784278907E-09;9,012605772795723E-10;4,2279332035377594E-10;4,630554428786127E-10;2,3775357504973725E-09;1,270926546226292E-09;4,180562029887369E-10;5,440740125095545E-10;
100000;2,3955275452181015E-09;8,912872573318964E-10;4,1314692111882324E-10;4,613283266508006E-10;2,3764816603488725E-09;1,2084319678251631E-09;4,117783447554757E-10;4,589982438574225E-10;

==========================================================
===> Melhores f(x) para cada execução:
execucao;GEOreal2_P_VO;GEOreal2_N_VO;GEOreal2_P_DS;GEOreal2_N_DS;GEOreal2_P_VO_UNI;GEOreal2_N_VO_UNI;GEOreal2_P_DS_UNI;GEOreal2_N_DS_UNI;
1;1,4666170500277076E-09;7,480629449219123E-10;3,261675374233164E-10;4,347064930243505E-10;1,4979413265336916E-09;2,1934951632829325E-09;4,704112654962955E-10;3,623448208145419E-10;
2;2,516330255275534E-09;3,4775027302202943E-10;3,2723335152695654E-10;4,782805262948386E-10;3,442853113710953E-09;7,429079573739727E-10;3,540776560839731E-10;4,502211936596723E-10;
3;2,7942732572228124E-09;7,745555308247276E-10;3,979181428803713E-10;5,478604236941464E-10;1,1608882743985305E-09;4,371642603473447E-09;4,092193250926357E-10;4,150564336669049E-10;
4;1,2667236148899974E-09;1,0911804793067859E-09;3,57321283672718E-10;4,654019392091868E-10;2,4018511624035455E-09;4,807212405921746E-10;3,9538505802738655E-10;4,1324810240439547E-10;
5;3,5063116854416876E-09;6,799574236993067E-10;4,0732572870183503E-10;6,280274078562798E-10;1,355470402586434E-09;5,467661878810759E-10;3,5488767480273964E-10;3,737667952918855E-10;
6;2,593246506421565E-09;1,0879617207137926E-09;4,396270014694892E-10;4,983427004390251E-10;2,7939677238464355E-09;1,324607978858694E-09;3,5859315516972856E-10;3,5140956811119395E-10;
7;4,077712389971566E-09;3,8465586271740904E-10;3,8478376040984585E-10;5,281641790588765E-10;1,0064411526400363E-09;4,107718609702715E-10;3,98671318180277E-10;4,617142224105919E-10;
8;2,35178276852821E-09;5,049081153174484E-10;4,049560686780751E-10;4,533227127012651E-10;2,406505217322774E-09;1,662161963622566E-09;4,69547956072347E-10;3,6985525753152615E-10;
9;5,9581601874469925E-09;6,071267932838964E-10;3,929443437300506E-10;5,793268087472825E-10;1,270223037863616E-09;6,109424077749281E-10;5,021156823659112E-10;4,816840259991295E-10;
10;3,737671505632534E-09;1,18064491516634E-09;4,298108535749634E-10;5,569518179981969E-10;1,726697007597977E-09;5,57236035092501E-10;3,787867797200306E-10;4,790194907400291E-10;
11;1,2996785869745509E-09;4,897557914773643E-10;4,3164760654690326E-10;5,142517522926937E-10;2,67601407699658E-09;1,3526140207886783E-09;3,963549488616991E-10;4,538982523172308E-10;
12;1,1593144222388219E-09;1,202835164804128E-09;4,155289445861854E-10;3,5696601230483793E-10;2,3264128401478956E-09;2,4235013995621557E-09;3,3089619932979986E-10;4,263505104518117E-10;
13;1,477829414398002E-09;6,882814318487362E-10;3,993960717707523E-10;6,627374204981606E-10;2,251205444281368E-09;4,283648991076916E-10;4,2248160525559797E-10;3,7767478033856605E-10;
14;4,198678738021044E-09;3,475228993465862E-10;3,7186964618740603E-10;5,028581995247805E-10;1,6887398146536725E-09;8,964029518665484E-10;3,461302355844964E-10;6,826148535310494E-10;
15;3,500286283042442E-09;1,6543530989565625E-09;4,289262278689421E-10;3,9254288708434615E-10;1,3632401874019706E-09;7,977121185831493E-10;5,115303736147325E-10;4,126050612285326E-10;
16;4,128189345919964E-09;6,940936714272539E-10;4,762199523611343E-10;3,7002934050178737E-10;6,781760930607561E-09;3,776616352979545E-09;4,0542857959735557E-10;5,045279749538167E-10;
17;3,0554154761830432E-09;2,658815390077507E-10;3,651052793429699E-10;5,853770801422797E-10;1,0970140351673763E-09;7,424496573094075E-10;4,5350745381256274E-10;5,242029033070139E-10;
18;1,5492638283376436E-09;1,164121243846239E-09;3,71692010503466E-10;3,958646743740246E-10;1,2578205144109234E-09;2,935962584160734E-10;4,050981772252271E-10;8,604637002918025E-10;
19;1,3655707675752637E-09;1,935923421569896E-09;4,502460626554239E-10;4,5916337398921314E-10;1,7070824753773195E-09;8,132623463552591E-10;4,912870110729273E-10;5,597797780865221E-10;
20;1,5107985973372706E-09;6,785860762192897E-10;4,319069546454557E-10;3,588986885461054E-10;9,380077159448774E-09;2,1126425053807907E-09;4,085549676347E-10;3,3306335467386816E-10;
21;1,4046577234694269E-09;7,580673866414145E-10;5,137437142366252E-10;3,9270275919989217E-10;2,6743833814180107E-09;8,288978392556601E-10;3,88716614452278E-10;5,721219054066751E-10;
22;1,1939036426156235E-09;5,67741409440714E-10;5,065743380328058E-10;4,210995996345446E-10;1,279961026057208E-09;8,625136160844704E-10;3,873203979765094E-10;2,969855472656491E-10;
23;2,1459634069742606E-09;1,275154204449791E-09;3,851354790640471E-10;3,5277736287753214E-10;1,987768172284632E-09;1,0829985797045083E-09;3,688356287057104E-10;4,106155415684043E-10;
24;2,946809019022112E-09;5,405738079389266E-10;3,941593718082004E-10;3,538183079854207E-10;2,508173224669008E-09;1,197118848494938E-09;4,0819969626681996E-10;3,993996244844311E-10;
25;1,49545797967221E-09;6,771330163246603E-10;5,023217397592816E-10;4,4920156483385654E-10;1,725094733728838E-09;5,578812078965711E-09;3,602842468808376E-10;4,0231640241472633E-10;
26;2,772729601474566E-09;7,271232504990621E-10;4,0903458398133807E-10;4,292601829547493E-10;1,5236558681408496E-09;6,027605081726506E-10;4,747846560348989E-10;4,296261124636658E-10;
27;1,530949589323427E-09;1,2168364094122808E-09;2,9747226903964474E-10;3,937614678761747E-10;1,2662297876886441E-09;4,1602277178753866E-10;4,846825163440371E-10;4,837090727960458E-10;
28;1,9961845509897103E-09;5,099458633139875E-10;4,2519587850620155E-10;4,219238292080263E-10;2,7703208616003394E-09;9,477041373884276E-10;4,930313934892183E-10;3,7967851085340953E-10;
29;4,044242274403587E-09;6,528715346121317E-10;4,000710873697244E-10;3,8047787143113965E-10;4,0307455151378235E-09;6,554863318797288E-10;3,403819448521972E-10;4,036877498947433E-10;
30;1,1267680122273305E-09;2,4802560005809937E-10;3,750990629214357E-10;7,066951468459592E-10;2,2788881892665813E-09;1,608682964615582E-09;4,277787013506895E-10;4,3097969637528877E-10;
31;2,3582167330005177E-09;5,897042854030587E-10;4,079652171640191E-10;4,70759431436818E-10;2,5623165811339277E-09;1,578179364969401E-09;3,498179523830913E-10;5,579003925504367E-10;
32;1,9165753428751486E-09;3,530402636897634E-10;3,5910119322579703E-10;5,244018552730267E-10;1,336768917781228E-09;6,889102621698839E-10;4,775877471274725E-10;4,791687047145388E-10;
33;1,4101360079621372E-09;1,969798546497259E-09;3,7424285892484477E-10;3,7560354826382536E-10;1,1989378378984838E-09;7,569695981146651E-10;4,5271875137586903E-10;5,159890292816272E-10;
34;3,239861712245329E-09;6,24211793365248E-10;5,112497092341073E-10;4,869633585258271E-10;2,4268373977065494E-09;5,108766742978332E-10;3,6785152701668267E-10;7,766089993310743E-10;
35;3,0715447962847975E-09;5,609024356090231E-10;4,784297402693483E-10;3,34829053372232E-10;2,3990196496015415E-09;1,972857432974706E-09;3,638014334228501E-10;3,7823255638613773E-10;
36;3,209279952898214E-09;9,12223185878247E-10;3,6932235047970607E-10;3,9483083469349367E-10;1,2748984090649174E-09;2,2160371315749217E-09;3,384243996151781E-10;3,1024427471493254E-10;
37;1,5950476495163457E-09;3,1476901085625286E-09;4,4929393538950535E-10;4,482032522901136E-10;5,804700720091205E-09;8,777369941981306E-10;4,084270699422632E-10;3,800479930760048E-10;
38;3,894580657970437E-09;5,290381466238614E-10;4,0735770312494424E-10;6,28041618710995E-10;3,331336984047084E-09;5,609166464637383E-10;4,49762893595107E-10;3,5624481142804143E-10;
39;1,5567955813367007E-09;2,9193358841439476E-10;3,2374103398069565E-10;5,785310008832312E-10;2,23200657956113E-09;5,870788299944252E-10;3,729958564235858E-10;3,2169467090170656E-10;
40;1,7509655947378633E-09;6,804654617553751E-10;4,327596059283678E-10;4,3364778434806794E-10;2,7231230603774748E-09;6,113829442710994E-10;4,833573541418446E-10;4,4164494283904787E-10;
41;1,943600835829784E-09;8,280700569684996E-10;4,2362557906017173E-10;5,221387766596308E-10;1,5655317042728711E-09;1,139866867561068E-09;3,8249226008701953E-10;4,242153295308526E-10;
42;1,5830607935640728E-09;2,5479280907347857E-09;3,46261685990612E-10;4,4423842382457224E-10;1,4477770093890285E-09;5,919496004480607E-10;3,8040326444388484E-10;4,1086778423959913E-10;
43;1,827313411695286E-09;5,428013594155345E-10;3,5363711958780186E-10;4,496243377616338E-10;1,9239152493355505E-09;5,542872827390966E-10;4,38419078818697E-10;3,4082958677572606E-10;
44;1,4801955217080831E-09;6,08718409011999E-10;4,982716461654491E-10;4,206057724331913E-10;2,0172876702417852E-09;1,0438903075282724E-09;4,4994052927904704E-10;5,300400118812831E-10;
45;1,8947794444557076E-09;1,126991833189095E-09;4,756053328947019E-10;4,397939790123928E-10;9,75852287865564E-10;3,389821756627498E-10;3,828155570317904E-10;4,3387871073719E-10;
46;6,805521479691379E-09;3,5153391308995197E-10;4,756337546041323E-10;4,743796466755157E-10;2,5163977568354312E-09;1,2985559294520499E-09;4,920970297916938E-10;5,136016056894732E-10;
47;9,867306971500511E-10;5,658229440541618E-10;3,760511901873542E-10;3,7052672041681944E-10;4,506940598503206E-09;1,218133149905043E-09;4,0171599380300904E-10;5,094307198305614E-10;
48;1,5289600696632988E-09;3,4337936938300118E-09;5,088161003641289E-10;3,7049829870738904E-10;1,2835990048642998E-09;6,336904334602877E-10;3,895159750300081E-10;5,493454580118851E-10;
49;1,5541274933639215E-09;5,512248435479705E-10;4,0231640241472633E-10;3,6405722880772373E-10;2,214072480910545E-09;4,0165559767046943E-10;3,6910918765897804E-10;6,512763661703502E-10;
50;1,997563003897085E-09;6,468390267855284E-10;4,582680901421554E-10;4,402842535000673E-10;3,219678745836063E-09;1,2438512442258798E-09;4,1672265638226236E-10;5,660290014475322E-10;






============================================================================
Função: Beale
============================================================================
parameter;GEOreal2_P_VO;GEOreal2_N_VO;GEOreal2_P_DS;GEOreal2_N_DS;GEOreal2_P_VO_UNI;GEOreal2_N_VO_UNI;GEOreal2_P_DS_UNI;GEOreal2_N_DS_UNI;
meanNFE;100001;100001;100001;100024;100001;100001;100001;100024;
meanFX;0,015231679921917499;0,01536739653386095;0,5075072669736937;0,25893832047456605;0,01523232826215346;0,061042147204368416;0,4770439353092384;0,5379705942795551;
sdFX;0,10770413602100204;0,1076885506496007;1,3349775380564934;0,36443138474848114;0,1077040425616988;0,20867704825537187;1,3375709220915326;1,3316681693391248;
==========================================================
===> f(x) médio para cada NFE:
NFE;GEOreal2_P_VO;GEOreal2_N_VO;GEOreal2_P_DS;GEOreal2_N_DS;GEOreal2_P_VO_UNI;GEOreal2_N_VO_UNI;GEOreal2_P_DS_UNI;GEOreal2_N_DS_UNI;
500;1,1234717136749617;0,9294478412173853;1,1963895633243515;1,6977493917925615;0,402633481730764;1,074832585120979;1,7946953753609858;2,0243626140950175;
1000;1,0732950546419762;0,6810524379055597;1,026298997891748;0,81393401564336;0,3430019588019406;0,8147696345469448;1,2058533477019997;1,372216364371158;
1500;1,0337887958759064;0,661226473240291;0,973764475786805;0,7628152304179767;0,3268082198153434;0,7177303102042718;0,9322518240597009;1,1227293902204698;
2000;1,007716973551626;0,6465113261483334;0,9304417264103839;0,7287248413205019;0,31185134071237464;0,5798389807650596;0,896060774353664;1,073700384860054;
2500;0,9414090827318908;0,5211132239490301;0,877578130833373;0,699096427053222;0,2988078543288771;0,5432381437337576;0,86118720075331;1,0325762285671711;
3000;0,7726001490959515;0,510126739088706;0,6757322264822452;0,6698194752461365;0,28721007514714203;0,49469073226234145;0,7973306456603908;0,9933210576728352;
3500;0,7541717419851763;0,4768503122188459;0,6264053838874999;0,6479142438228671;0,27871228235960044;0,4452444454544988;0,607449539702826;0,9380494364882737;
4000;0,7344047554772862;0,40438593379846227;0,6038749254429132;0,6203906986461358;0,2669821696717784;0,42638325136826255;0,5792282589545884;0,7570466378847824;
4500;0,7155616238405829;0,38031050813027134;0,5840213639420725;0,5980238396169697;0,25772452415854324;0,4173396090859645;0,5600882896964298;0,7124989571075981;
5000;0,7022486274684447;0,3681255664791636;0,5680619748526674;0,5791839225263152;0,24696978755700033;0,4065531227843131;0,5435730080633335;0,6869986466838927;
6000;0,6818511170985331;0,3321243985001232;0,5453470232549423;0,5450768752205957;0,22838287444238975;0,35128504373868147;0,5165854307105116;0,648592857252575;
7000;0,6671808163573827;0,31866106813281364;0,5319565465235844;0,5176739447360859;0,20142058780300798;0,31510768514557075;0,502533267554415;0,6195176746417178;
8000;0,4749980236443352;0,30651466553630585;0,5206029356946139;0,4969833708782781;0,18819295825655366;0,3035321087703804;0,49389934739107993;0,5966391558542681;
9000;0,2792154685464491;0,28891937062164236;0,5131765641180926;0,48395049932146733;0,17972889578055604;0,2939998488137498;0,48270613863499656;0,5807234154184379;
10000;0,2677540761210483;0,2786132555453736;0,5086771496503242;0,47388455630814746;0,17417214666601255;0,2860009709326375;0,4795756446453661;0,5692130336116117;
12000;0,2338496475616639;0,26481834523051845;0,5075073350194892;0,4604038508398148;0,16444703480245212;0,26109111560291537;0,477416519592172;0,558691755129468;
14000;0,22334152133620577;0,25423729491868075;0,5075072873225595;0,4508403089188079;0,1431737864316038;0,23687502219570775;0,4770439574702224;0,5541751886447861;
16000;0,21623402680224857;0,23231427463167453;0,5075072839893946;0,44833178909128435;0,13901603090618048;0,22919585823033523;0,4770439559350873;0,5532023590779888;
18000;0,2145646218921943;0,23202402592914467;0,5075072813543783;0,4469254153727209;0,12256908996710231;0,21338220361036583;0,4770439549325237;0,553202286872308;
20000;0,199284689807331;0,2319890912206324;0,5075072774516989;0,44658061481133093;0,1220013720036248;0,2132484821014674;0,47704395387596094;0,5532022688793811;
25000;0,1828128501450243;0,17503576192851933;0,5075072732680111;0,446580613346128;0,1067691214365622;0,1980183456530937;0,4770439443392929;0,55320226045481;
30000;0,10809218780448114;0,1380813568332512;0,5075072710960697;0,4465806132731542;0,09140177312273176;0,16758289678554802;0,47704393952545066;0,5532022598253091;
35000;0,10662273193236403;0,11001197349942625;0,5075072705300421;0,44658061325451187;0,07678844991840145;0,1527249600779598;0,4770439384490411;0,5532022596968972;
40000;0,09267513417441534;0,09159302166051905;0,5075072692678828;0,44658061324747;0,07616039407590218;0,137102330453296;0,477043938430716;0,5532022596420288;
45000;0,09140810938909363;0,07629938995177403;0,5075072687872119;0,2589393361434445;0,07615835277017609;0,1370868708273078;0,4770439376465504;0,5532022596372639;
50000;0,04659293611417491;0,07629170141882995;0,5075072684114749;0,2589383206530946;0,07615835229737587;0,1370868101640429;0,4770439371086353;0,5532022596333374;
55000;0,045711838456802045;0,07629143568130795;0,5075072683472497;0,2589383205019709;0,07615834283950318;0,10663592348066642;0,47704393663035044;0,5532022596319384;
60000;0,04569786853927632;0,07629124705112644;0,5075072680544188;0,2589383204949832;0,060926839117524105;0,106622225057796;0,4770439363545694;0,5379782576764544;
65000;0,04569502073027838;0,076291230797623;0,5075072676748251;0,25893832048912924;0,06092666527712295;0,0915383766193826;0,47704393592400657;0,537970594309643;
70000;0,045694997044271955;0,07628973533204554;0,5075072676311797;0,25893832048475807;0,04573228599194484;0,07628730723029023;0,4770439357458386;0,5379705943071207;
75000;0,030487749632535373;0,07628972123708229;0,5075072672181307;0,25893832048195675;0,045695072425838285;0,07627130191386605;0,477043935725093;0,5379705942874732;
80000;0,030463351052586688;0,07628971821860177;0,5075072671990747;0,2589383204779425;0,045695007147598526;0,07626861727868672;0,4770439357214494;0,5379705942866692;
85000;0,030463342518024655;0,06120731141036191;0,5075072671794882;0,2589383204773191;0,03366078459834977;0,07626840661492058;0,47704393559411634;0,5379705942841264;
90000;0,015231746956112756;0,04621995322034286;0,5075072671085216;0,2589383204749863;0,030463419783803757;0,062434262121670664;0,47704393556567515;0,5379705942811458;
95000;0,015231679937321512;0,031322193686012696;0,5075072670907957;0,258938320474871;0,030463360477467432;0,06104874139582603;0,4770439353559868;0,5379705942810635;
100000;0,015231679921917499;0,01536739653386095;0,5075072669736937;0,25893832047456605;0,01523232826215346;0,061042147204368416;0,4770439353092384;0,5379705942795551;

==========================================================
===> Melhores f(x) para cada execução:
execucao;GEOreal2_P_VO;GEOreal2_N_VO;GEOreal2_P_DS;GEOreal2_N_DS;GEOreal2_P_VO_UNI;GEOreal2_N_VO_UNI;GEOreal2_P_DS_UNI;GEOreal2_N_DS_UNI;
1;5,577398756099634E-07;1,5535641859344263E-12;1,5749181323602407E-09;9,925396483052456E-12;3,9291123076046174E-11;3,1215134625937663E-09;0,761583266899705;2,4249408721699964E-11;
2;7,846805923695867E-12;1,072784068393403E-09;9,742185284867483E-12;2,1522649172862665E-12;2,498120823213774E-15;5,753786771915729E-09;1,894623296639504E-09;3,803859112425075E-13;
3;2,0816490954710283E-10;1,3463899165082663E-09;4,587026377225756E-10;1,0661945544312982E-14;2,1521154193555384E-10;1,8408712893559123E-09;1,2822324837340221E-10;3,2295055393556576E-12;
4;1,911852358068973E-10;7,4408648727937304E-09;0,761583264476821;0,7615832643563784;1,8336785665265717E-10;6,346054497166334E-09;0,7615832645248504;0,761583264378905;
5;2,960641107368794E-10;5,211113231725877E-05;0,7615832662024374;0,7615832643656884;2,0581445244363346E-09;1,5624871833675982E-12;0,761583268178204;0,7615832643957197;
6;1,1638321362833657E-12;1,6265972534656328E-07;4,694706645071122E-10;1,6636630605648972E-11;2,6403650589820895E-10;2,302212601759804E-09;9,816005139664431E-11;0,7615832643878879;
