===> Médias para cada NFOB:
NFOB;GEO;GEOvar;AGEO1;AGEO2;AGEO1var;AGEO2var
22750;-24,96;-25;-25;-25;-24,96;-25
23000;-24,96;-25;-25;-25;-24,96;-25
23250;-24,96;-25;-25;-25;-24,96;-25
23500;-24,96;-25;-25;-25;-24,96;-25
23750;-24,98;-25;-25;-25;-24,96;-25
24000;-24,98;-25;-25;-25;-24,96;-25
24250;-24,98;-25;-25;-25;-24,96;-25
24500;-24,98;-25;-25;-25;-24,96;-25
24750;-24,98;-25;-25;-25;-24,96;-25
25000;-24,98;-25;-25;-25;-24,96;-25
25250;-24,98;-25;-25;-25;-24,96;-25
25500;-24,98;-25;-25;-25;-24,96;-25
25750;-24,98;-25;-25;-25;-24,96;-25
26000;-24,98;-25;-25;-25;-24,96;-25
26250;-24,98;-25;-25;-25;-24,96;-25
26500;-24,98;-25;-25;-25;-24,96;-25
26750;-24,98;-25;-25;-25;-24,96;-25
27000;-24,98;-25;-25;-25;-24,96;-25
27250;-24,98;-25;-25;-25;-24,96;-25
27500;-24,98;-25;-25;-25;-24,96;-25
27750;-24,98;-25;-25;-25;-24,96;-25
28000;-24,98;-25;-25;-25;-24,96;-25
28250;-24,98;-25;-25;-25;-24,96;-25
28500;-24,98;-25;-25;-25;-24,96;-25
28750;-24,98;-25;-25;-25;-24,96;-25
29000;-24,98;-25;-25;-25;-24,96;-25
29250;-24,98;-25;-25;-25;-24,96;-25
29500;-24,98;-25;-25;-25;-24,96;-25
29750;-24,98;-25;-25;-25;-24,96;-25
30000;-24,98;-25;-25;-25;-24,96;-25
30250;-24,98;-25;-25;-25;-24,96;-25
30500;-24,98;-25;-25;-25;-24,96;-25
30750;-24,98;-25;-25;-25;-24,96;-25
31000;-24,98;-25;-25;-25;-24,96;-25
31250;-24,98;-25;-25;-25;-24,96;-25
31500;-24,98;-25;-25;-25;-24,96;-25
31750;-24,98;-25;-25;-25;-24,96;-25
32000;-24,98;-25;-25;-25;-24,96;-25
32250;-24,98;-25;-25;-25;-24,96;-25
32500;-24,98;-25;-25;-25;-24,96;-25
32750;-24,98;-25;-25;-25;-24,96;-25
33000;-24,98;-25;-25;-25;-24,96;-25
33250;-24,98;-25;-25;-25;-24,96;-25
33500;-24,98;-25;-25;-25;-24,96;-25
33750;-24,98;-25;-25;-25;-24,98;-25
34000;-24,98;-25;-25;-25;-24,98;-25
34250;-24,98;-25;-25;-25;-24,98;-25
34500;-24,98;-25;-25;-25;-24,98;-25
34750;-24,98;-25;-25;-25;-24,98;-25
35000;-24,98;-25;-25;-25;-24,98;-25
35250;-24,98;-25;-25;-25;-24,98;-25
35500;-24,98;-25;-25;-25;-24,98;-25
35750;-24,98;-25;-25;-25;-24,98;-25
36000;-24,98;-25;-25;-25;-24,98;-25
36250;-24,98;-25;-25;-25;-24,98;-25
36500;-24,98;-25;-25;-25;-24,98;-25
36750;-24,98;-25;-25;-25;-24,98;-25
37000;-24,98;-25;-25;-25;-24,98;-25
37250;-24,98;-25;-25;-25;-24,98;-25
37500;-24,98;-25;-25;-25;-24,98;-25
37750;-24,98;-25;-25;-25;-24,98;-25
38000;-24,98;-25;-25;-25;-24,98;-25
38250;-24,98;-25;-25;-25;-24,98;-25
38500;-24,98;-25;-25;-25;-24,98;-25
38750;-24,98;-25;-25;-25;-24,98;-25
39000;-24,98;-25;-25;-25;-24,98;-25
39250;-24,98;-25;-25;-25;-24,98;-25
39500;-24,98;-25;-25;-25;-24,98;-25
39750;-24,98;-25;-25;-25;-24,98;-25
40000;-24,98;-25;-25;-25;-24,98;-25
40250;-24,98;-25;-25;-25;-24,98;-25
40500;-24,98;-25;-25;-25;-24,98;-25
40750;-24,98;-25;-25;-25;-25;-25
41000;-24,98;-25;-25;-25;-25;-25
41250;-24,98;-25;-25;-25;-25;-25
41500;-24,98;-25;-25;-25;-25;-25
41750;-24,98;-25;-25;-25;-25;-25
42000;-24,98;-25;-25;-25;-25;-25
42250;-24,98;-25;-25;-25;-25;-25
42500;-24,98;-25;-25;-25;-25;-25
42750;-24,98;-25;-25;-25;-25;-25
43000;-24,98;-25;-25;-25;-25;-25
43250;-24,98;-25;-25;-25;-25;-25
43500;-24,98;-25;-25;-25;-25;-25
43750;-24,98;-25;-25;-25;-25;-25
44000;-24,98;-25;-25;-25;-25;-25
44250;-24,98;-25;-25;-25;-25;-25
44500;-24,98;-25;-25;-25;-25;-25
44750;-24,98;-25;-25;-25;-25;-25
45000;-24,98;-25;-25;-25;-25;-25
45250;-24,98;-25;-25;-25;-25;-25
45500;-24,98;-25;-25;-25;-25;-25
45750;-24,98;-25;-25;-25;-25;-25
46000;-24,98;-25;-25;-25;-25;-25
46250;-24,98;-25;-25;-25;-25;-25
46500;-24,98;-25;-25;-25;-25;-25
46750;-24,98;-25;-25;-25;-25;-25
47000;-24,98;-25;-25;-25;-25;-25
47250;-24,98;-25;-25;-25;-25;-25
47500;-24,98;-25;-25;-25;-25;-25
47750;-24,98;-25;-25;-25;-25;-25
48000;-24,98;-25;-25;-25;-25;-25
48250;-24,98;-25;-25;-25;-25;-25
48500;-24,98;-25;-25;-25;-25;-25
48750;-24,98;-25;-25;-25;-25;-25
49000;-24,98;-25;-25;-25;-25;-25
49250;-24,98;-25;-25;-25;-25;-25
49500;-24,98;-25;-25;-25;-25;-25
49750;-24,98;-25;-25;-25;-25;-25
50000;-24,98;-25;-25;-25;-25;-25
